7.576309100993807988e+03,0.000000000000000000e+00,3.286230482438058061e+03,1.261520933617579203e+03,5.276549653994576147e+03,1.310821336967587513e+03,7.378304397035309421e+02,1.493141292646002739e+03,2.878892070539953238e+03,1.085979614425196189e+02,5.018073286212736548e+02,4.721785192733541408e+03,4.039960372117730003e+03,-3.038277105051130093e+03,3.801406792601683264e+03,1.707414191785352841e+03,4.290735764310851437e+02,0.000000000000000000e+00,5.011980278018217177e+03,2.247715404607298524e+02,-5.756902343283303303e-01,2.952033608897455679e+02,0.000000000000000000e+00,2.983247591167788215e+01,0.000000000000000000e+00,3.522867542160230414e+02,3.456227848757706056e+02,0.000000000000000000e+00,4.612529431457475084e+02,2.167222913508918737e+03,2.585944853131734362e+02,1.976125721636834669e+03,0.000000000000000000e+00,3.688999793052228142e+02,0.000000000000000000e+00,-2.681963704916620017e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.281960506909550901e+01,1.440611483271481347e+03,5.147919473425228716e+03,6.634628669892288599e+03,5.022897250308191985e+01,2.000000000000000000e+02,6.675841133208120937e+02,5.334580774982779985e+03,9.336520111913407163e+04,1.877474476615155027e+03,3.509522767015867430e+03,2.468498040932026640e+02,6.765284587310018196e+02,4.312564753360771874e+02,3.711992975185970863e+03,2.951383517837803083e+03
7.867261538276715328e+03,0.000000000000000000e+00,5.164246382463282316e+03,1.318862794236560148e+03,4.863696764114423786e+03,9.037421478992613402e+02,5.064494026912394702e+02,4.163474538892613964e+03,3.411566698649217869e+03,1.060122956938882055e+02,5.271511330970955669e+02,4.721785192733541408e+03,2.562371700122155289e+03,-4.320250567098019928e+03,3.801406792601683264e+03,1.847311999757443118e+03,4.090129936369045254e+02,0.000000000000000000e+00,5.818535459005211123e+03,9.893902704737697604e+02,-3.064891136945455674e-01,3.205820378856400907e+02,0.000000000000000000e+00,1.491623795583894108e+01,0.000000000000000000e+00,3.358409352231374214e+02,3.533992975354754549e+02,0.000000000000000000e+00,4.612529431457475084e+02,2.214854186333290727e+03,2.692949467744081744e+02,2.239609151188412397e+03,0.000000000000000000e+00,4.043310507639166076e+02,0.000000000000000000e+00,-2.544427104664485384e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.399895432722522770e+01,1.738281692290539922e+03,5.066743345066354777e+03,6.656597638997891409e+03,4.990904274191579759e+01,2.000000000000000000e+02,9.227046414753986028e+02,4.668211696085588301e+03,9.887090766449096554e+04,1.964884763723139258e+03,2.353165353178266741e+03,2.363900666316262971e+02,8.117123631759005775e+02,4.399447926047527631e+02,3.923750963703291291e+03,2.845976963629309921e+03
8.232106658044169308e+03,0.000000000000000000e+00,5.145216455673918972e+03,1.453855091110410967e+03,2.002698667576527896e+03,1.749518327128599140e+03,8.640382780738717656e+02,5.802561972925067494e+03,4.781826259233737801e+03,1.077705484029575729e+02,8.806972055348111326e+02,4.721785192733541408e+03,3.382239294011508264e+03,-2.195023450015842172e+03,3.801406792601683264e+03,1.947553736178389499e+03,4.324170068967818565e+02,0.000000000000000000e+00,5.323779565236831331e+03,8.423989111695387919e+02,-1.937156712668789693e-01,2.930884711400876768e+02,0.000000000000000000e+00,2.918394382664140974e+00,0.000000000000000000e+00,1.878285642871670973e+02,1.900925316816738473e+02,0.000000000000000000e+00,4.612529431457475084e+02,2.310116731982034707e+03,3.120967926193472408e+02,3.701942185199669893e+03,0.000000000000000000e+00,5.731496853612219411e+02,0.000000000000000000e+00,-1.884251423454240637e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.852941889632331396e+01,2.952832309278679531e+03,6.433208172440725320e+03,1.747704722247785321e+04,5.022897250308191985e+01,2.000000000000000000e+02,1.326177194812387825e+03,2.896468137856213161e+03,1.064430853783821949e+05,2.276360857220604430e+03,3.827850815539983159e+03,-6.959211991102155253e+02,1.217264076510596624e+03,4.399447926047527631e+02,3.786731088780319624e+03,2.888139585312706913e+03
8.671999033459995189e+03,0.000000000000000000e+00,3.301692297954415153e+03,1.435935759666979493e+03,6.674455053062460138e+03,1.766644636053803879e+03,7.734275223208065881e+02,4.511499952967998070e+03,9.684881916588894455e+03,1.085979614425196189e+02,8.329241340978869630e+03,4.721785192733541408e+03,4.790173476832639608e+03,-1.074008878203728045e+03,3.801406792601683264e+03,2.045592357513161687e+03,6.776019077145447227e+02,0.000000000000000000e+00,5.413969441705025019e+03,3.355094254971011196e+02,-6.952846510963801574e-01,5.860007014677038342e+02,0.000000000000000000e+00,-4.243831831457438142e+01,0.000000000000000000e+00,1.941472210581178615e+03,1.909565886438632788e+03,0.000000000000000000e+00,4.612529431457475084e+02,2.381563641218591783e+03,4.226682277187730961e+02,9.169223348394913046e+03,0.000000000000000000e+00,1.211951061954729312e+03,0.000000000000000000e+00,-1.392558077552860141e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.487416063861016937e+02,3.956767212338240824e+03,1.041760313938876607e+04,2.721808812390249295e+04,5.278841059241094058e+01,2.000000000000000000e+02,1.069932787679146713e+03,6.568149668767054209e+03,1.270164517993949557e+05,1.913177269940951419e+03,6.621575153001624130e+03,-6.380439851561594651e+02,1.751910329225105670e+03,4.486331098734282818e+02,3.743133855850282998e+03,4.490319209281799886e+03
9.036844153227450079e+03,0.000000000000000000e+00,9.852744595192498309e+03,1.176702764785336740e+03,6.307474706502324807e+03,2.118392673209930763e+03,9.384685417281754098e+02,4.015924593754662510e+03,1.056410118781292113e+04,1.146484192943171365e+02,9.275832438150817325e+03,4.721785192733541408e+03,5.045953896096169956e+03,-2.222087334214609655e+03,3.801406792601683264e+03,2.092959331865916738e+03,8.068812190548197805e+02,0.000000000000000000e+00,6.615642176743154778e+03,8.437172193247336054e+02,2.164522524014891591e-01,-1.134990832316394886e+02,0.000000000000000000e+00,7.863451531067267908e+00,0.000000000000000000e+00,3.180102051571667744e+03,3.033703994247076935e+03,0.000000000000000000e+00,4.612529431457475084e+02,3.000770187935425838e+03,1.048645223201006729e+03,1.449158862533678621e+04,0.000000000000000000e+00,1.886183510006930419e+03,0.000000000000000000e+00,-9.352488817145136579e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.915937109064446133e+02,4.222845064268011811e+03,9.470548308535242541e+03,2.787422800118985469e+04,6.942475817304953978e+01,2.000000000000000000e+02,8.114406225885966251e+02,7.099068045601658923e+03,1.434249912156010396e+05,2.789742402629469780e+03,8.506042025894383187e+03,1.702845258744635430e+03,1.859692090877119654e+03,5.102411777785822551e+02,4.085683543157712847e+03,9.676321676339654005e+03
8.288680743071401594e+03,0.000000000000000000e+00,6.405949105469192546e+03,1.234044625404317458e+03,8.155655333421952491e+03,3.874498042232838998e+03,1.033933445110869116e+03,3.871582256119711019e+03,1.330094669085707028e+04,1.181132113974832407e+02,5.248701906942716050e+03,4.721785192733541408e+03,5.968590408439619750e+03,-1.890198649040248029e+03,3.801406792601683264e+03,2.198708856002299854e+03,6.776019077145447227e+02,0.000000000000000000e+00,7.960759762925936229e+03,8.331707540831745291e+02,6.057025214260158830e-01,-3.094788666999361908e+02,0.000000000000000000e+00,-1.138984474345310538e+01,0.000000000000000000e+00,1.503494083718014735e+03,1.477537405343919318e+03,0.000000000000000000e+00,2.165372907640582071e+03,5.358518192741832536e+03,1.114631402211954537e+03,1.383288005145784336e+04,0.000000000000000000e+00,1.839289444841012255e+03,0.000000000000000000e+00,-9.283720517019068552e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.338055972580885680e+02,3.801964662600734300e+03,7.982319288622561544e+03,2.362542937616611744e+04,6.942475817304953978e+01,2.000000000000000000e+02,9.519254949204173499e+02,9.785103842753496792e+03,1.533316436565812910e+05,3.987632675250155899e+03,8.901753688424361826e+03,1.458784717974519936e+03,1.799407376732772718e+03,6.066025147584382466e+02,4.328582412339345865e+03,1.285959961343614123e+04
7.763349953532819200e+03,0.000000000000000000e+00,7.003013058485445072e+03,1.455049713206639581e+03,1.406476321635571003e+04,4.551645948967854565e+03,1.067912478518268472e+03,3.544406290813819851e+03,1.388382743333985127e+04,1.224054165402113910e+02,4.542876952291076122e+03,4.721785192733541408e+03,5.160141583267388341e+03,-5.006818576772021515e+03,3.801406792601683264e+03,2.105076464839876735e+03,6.965480136868264935e+02,0.000000000000000000e+00,1.015194428550082375e+04,1.176590028511445098e+03,-6.047930581806314487e-01,1.584404904118694049e+02,0.000000000000000000e+00,1.621330212591189257e+00,0.000000000000000000e+00,1.113987844412829645e+03,1.091303943245245819e+03,0.000000000000000000e+00,1.942294211501002337e+03,1.064558947624710709e+04,1.000493146625450208e+03,1.198849604459679540e+04,0.000000000000000000e+00,1.644418551818196875e+03,0.000000000000000000e+00,-8.630421665821430111e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.082642618963078860e+02,3.329834437210836313e+03,7.441145099563404074e+03,2.013675708219626176e+04,7.774293196336883227e+01,2.000000000000000000e+02,9.676598006215812120e+02,1.350395124313255837e+04,1.566735015346363944e+05,5.030400466524278272e+03,8.820852637418232916e+03,1.383474608251169684e+03,1.832898884590743137e+03,6.366167016865902042e+02,4.359723293003657091e+03,1.254337995081066219e+04
7.090233799025140797e+03,0.000000000000000000e+00,5.584094142253595237e+03,1.599598986850320671e+03,1.200291311134021453e+04,4.274990189406856189e+03,7.426845873331594703e+02,4.402441297866034802e+03,1.326421050960815592e+04,1.275767480374742320e+02,3.665981317427638260e+03,4.721785192733541408e+03,5.742498787840605473e+03,-9.970904704809145258e+00,3.801406792601683264e+03,2.047795472599336108e+03,7.277533646999962684e+02,0.000000000000000000e+00,1.022924989390213341e+04,1.536488154879651802e+03,-7.239327433259888922e-01,1.550919149749110915e+01,0.000000000000000000e+00,2.055036044459332700e+01,0.000000000000000000e+00,9.685721817388937325e+02,9.297252913158230285e+02,0.000000000000000000e+00,1.497814102651463827e+03,9.538162383080460131e+03,8.810046603083287664e+02,9.893802779661751629e+03,0.000000000000000000e+00,1.383895967563095837e+03,0.000000000000000000e+00,-8.149043564938959605e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.185445936176012083e+01,2.928962528366774222e+03,7.102911231401431905e+03,1.813318709976521495e+04,8.158208909736235626e+01,2.000000000000000000e+02,9.777747114294724042e+02,1.165601666499297789e+04,1.588054655342001643e+05,5.796163826822393276e+03,8.025911875358011457e+03,1.170095964035011548e+03,1.711111583289032751e+03,6.950653814940438906e+02,4.216475241947822724e+03,1.085687508347477524e+04
6.638795691971105043e+03,0.000000000000000000e+00,7.544176601557945105e+03,1.501639974959561641e+03,1.213570205252973574e+04,3.744074612725511543e+03,1.216773005826875533e+03,3.589312795855804779e+03,1.114330831217081140e+04,1.355923118582316249e+02,3.080539434036152670e+03,4.721785192733541408e+03,4.715951480171346702e+03,-3.361619300478512287e+02,3.801406792601683264e+03,1.955264638980000655e+03,7.166085964810069981e+02,0.000000000000000000e+00,8.448644047058643991e+03,1.214820965012097076e+03,-5.193035131144970729e-01,1.774744981587903112e+02,0.000000000000000000e+00,3.639886327267220167e+01,0.000000000000000000e+00,1.056860262648069238e+03,1.060197892606426421e+03,0.000000000000000000e+00,1.338472176837478401e+03,6.406406194878013594e+03,7.793502764265984979e+02,8.102115458711021347e+03,0.000000000000000000e+00,1.205698519932607041e+03,0.000000000000000000e+00,-6.842445862543684143e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.026314093899948432e+01,2.623218716980453337e+03,6.764677363239458828e+03,1.592310880774149155e+04,8.158208909736235626e+01,2.000000000000000000e+02,7.147870304243039072e+02,1.208292825274380994e+04,1.583013430848287826e+05,5.429286847129726993e+03,7.118413129289263452e+03,9.762421630804625465e+02,1.602720885130510396e+03,7.163912511535202157e+02,4.123052599954887228e+03,9.718484298023051451e+03
6.039572219947974190e+03,0.000000000000000000e+00,7.193312326379071237e+03,1.527921661076594773e+03,9.192616246892861454e+03,3.475323303437684899e+03,1.082474921407153943e+03,3.424121009451360351e+03,1.052614046718904319e+04,1.424701827495912028e+02,2.701649557122615079e+03,4.721785192733541408e+03,5.304018069103124617e+03,7.463934379028560215e+02,3.801406792601683264e+03,1.877054053420800756e+03,7.010059209744221107e+02,0.000000000000000000e+00,6.933454122392981844e+03,1.077716916871827834e+03,-1.127734424276666120e-01,5.893492769046621333e+02,0.000000000000000000e+00,2.111782601900024048e+01,0.000000000000000000e+00,7.270783133696789946e+02,7.638263545754530242e+02,0.000000000000000000e+00,1.447495599762836946e+03,6.001540375870851676e+03,7.240645588768855987e+02,6.837394996863446977e+03,0.000000000000000000e+00,1.069184685782933911e+03,0.000000000000000000e+00,-6.326683611598181045e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.113160811176655329e+01,2.401019138785802625e+03,6.629383815974669233e+03,1.474850125956188640e+04,7.582335339637208449e+01,2.000000000000000000e+02,9.856418642800542784e+02,1.004995834053659019e+04,1.554954923238830816e+05,4.951608095046658491e+03,6.156394109716384264e+03,8.395682602491978059e+02,1.494939123478496413e+03,6.982247695917441206e+02,3.942435492101878481e+03,8.474686958362834048e+03
